"pokedex_number";"name";"type1";"type2";"generation";"percentage_male";"capture_rate";"is_legendary";"is_mythic";"is_ultra_beast";"height_m";"weight_kg";"base_total";"hp";"attack";"sp_attack";"defense";"sp_defense";"speed";"abilities";"against_bug";"against_dark";"against_dragon";"against_electric";"against_fairy";"against_fight";"against_fire";"against_flying";"against_ghost";"against_grass";"against_ground";"against_ice";"against_normal";"against_poison";"against_psychic";"against_rock";"against_steel";"against_water"
469;"Yanmega";"bug";"flying";4;50.0;30;0;0;0;1.9;51.5;515;86;76;116;86;56;95;"['Speed Boost', 'Tinted Lens', 'Frisk']";0.5;1.0;1.0;2.0;1.0;0.25;2.0;2.0;1.0;0.25;0.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0
470;"Leafeon";"grass";"";4;88.1;45;0;0;0;1.0;25.5;525;65;110;60;130;65;95;"['Leaf Guard', 'Chlorophyll']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
471;"Glaceon";"ice";"";4;88.1;45;0;0;0;0.8;25.9;525;65;60;130;110;95;65;"['Snow Cloak', 'Ice Body']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
472;"Gliscor";"ground";"flying";4;50.0;30;0;0;0;2.0;42.5;510;75;95;45;125;75;95;"['Hyper Cutter', 'Sand Veil', 'Poison Heal']";0.5;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;4.0;1.0;0.5;1.0;1.0;1.0;2.0
473;"Mamoswine";"ice";"ground";4;50.0;50;0;0;0;2.5;291.0;530;110;130;70;80;60;80;"['Oblivious', 'Snow Cloak', 'Thick Fat']";1.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0
474;"Porygon-Z";"normal";"";4;0.0;30;0;0;0;0.9;34.0;535;85;80;135;70;75;90;"['Adaptability', 'Download', 'Analytic']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
475;"Gallade";"psychic";"fighting";4;100.0;45;0;0;0;1.6;52.0;618;68;165;65;95;115;110;"['Steadfast', 'Justified']";1.0;1.0;1.0;1.0;2.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0
476;"Probopass";"rock";"steel";4;50.0;60;0;0;0;1.4;340.0;525;60;55;75;145;150;40;"['Sturdy', 'Magnet Pull', 'Sand Force']";0.5;1.0;0.5;1.0;0.5;4.0;1.0;0.25;1.0;1.0;4.0;0.5;0.25;0.0;0.5;0.5;1.0;2.0
477;"Dusknoir";"ghost";"";4;50.0;45;0;0;0;2.2;106.6;525;45;100;65;135;135;45;"['Pressure', 'Frisk']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
478;"Froslass";"ice";"ghost";4;0.0;75;0;0;0;1.3;26.6;480;70;80;80;70;70;110;"['Snow Cloak', 'Cursed Body']";0.5;2.0;1.0;1.0;1.0;0.0;2.0;1.0;2.0;1.0;1.0;0.5;0.0;0.5;1.0;2.0;2.0;1.0
479;"Rotom";"electric";"ghost";4;0.0;45;0;0;0;0.3;0.3;520;50;65;105;107;107;86;"['Levitate']";0.5;2.0;1.0;0.5;1.0;0.0;1.0;0.5;2.0;1.0;2.0;1.0;0.0;0.5;1.0;1.0;0.5;1.0
480;"Uxie";"psychic";"";4;0.0;3;1;0;0;0.3;0.3;580;75;75;75;130;130;95;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
481;"Mesprit";"psychic";"";4;0.0;3;1;0;0;0.3;0.3;580;80;105;105;105;105;80;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
482;"Azelf";"psychic";"";4;0.0;3;1;0;0;0.3;0.3;580;75;125;125;70;70;115;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
483;"Dialga";"steel";"dragon";4;0.0;3;1;0;0;5.4;683.0;680;100;120;150;120;100;90;"['Pressure', 'Telepathy']";0.5;1.0;1.0;0.5;1.0;2.0;1.0;0.5;1.0;0.25;2.0;1.0;0.5;0.0;0.5;0.5;0.5;0.5
484;"Palkia";"water";"dragon";4;0.0;3;1;0;0;4.2;336.0;680;90;120;150;100;120;100;"['Pressure', 'Telepathy']";1.0;1.0;2.0;1.0;2.0;1.0;0.25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.25
485;"Heatran";"fire";"steel";4;50.0;3;1;0;0;1.7;430.0;600;91;90;130;106;106;77;"['Flash Fire', 'Flame Body']";0.25;1.0;0.5;1.0;0.25;2.0;1.0;0.5;1.0;0.25;4.0;0.25;0.5;0.0;0.5;1.0;0.25;2.0
486;"Regigigas";"normal";"";4;0.0;3;1;0;0;3.7;420.0;670;110;160;80;110;110;100;"['Slow Start']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
487;"Giratina";"ghost";"dragon";4;0.0;3;1;0;0;4.5;750.0;680;150;120;120;100;100;90;"['Pressure', 'Telepathy', 'Levitate']";0.5;2.0;2.0;0.5;2.0;0.0;0.5;1.0;2.0;0.5;1.0;2.0;0.0;0.5;1.0;1.0;1.0;0.5
488;"Cresselia";"psychic";"";4;0.0;3;1;0;0;1.5;85.6;600;120;70;75;120;130;85;"['Levitate']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
489;"Phione";"water";"";4;0.0;30;0;1;0;0.4;3.1;480;80;80;80;80;80;80;"['Hydration']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
490;"Manaphy";"water";"";4;0.0;3;0;1;0;0.3;1.4;600;100;100;100;100;100;100;"['Hydration']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
491;"Darkrai";"dark";"";4;0.0;3;0;1;0;1.5;50.5;600;70;90;135;90;90;125;"['Bad Dreams']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
492;"Shaymin";"grass";"grass";4;0.0;45;0;1;0;0.2;2.1;600;100;103;120;75;75;127;"['Natural Cure', 'Serene Grace']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
493;"Arceus";"normal";"";4;0.0;3;0;1;0;3.2;320.0;720;120;120;120;120;120;120;"['Multitype']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
494;"Victini";"psychic";"fire";5;0.0;3;0;1;0;0.4;4.0;600;100;100;100;100;100;100;"['Victory Star']";1.0;2.0;1.0;1.0;0.5;0.5;0.5;1.0;2.0;0.5;2.0;0.5;1.0;1.0;0.5;2.0;0.5;2.0
495;"Snivy";"grass";"";5;88.1;45;0;0;0;0.6;8.1;308;45;45;45;55;55;63;"['Overgrow', 'Contrary']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
496;"Servine";"grass";"";5;88.1;45;0;0;0;0.8;16.0;413;60;60;60;75;75;83;"['Overgrow', 'Contrary']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
497;"Serperior";"grass";"";5;88.1;45;0;0;0;3.3;63.0;528;75;75;75;95;95;113;"['Overgrow', 'Contrary']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
498;"Tepig";"fire";"";5;88.1;45;0;0;0;0.5;9.9;308;65;63;45;45;45;45;"['Blaze', 'Thick Fat']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
499;"Pignite";"fire";"fighting";5;88.1;45;0;0;0;1.0;55.5;418;90;93;70;55;55;55;"['Blaze', 'Thick Fat']";0.25;0.5;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;0.5;2.0
500;"Emboar";"fire";"fighting";5;88.1;45;0;0;0;1.6;150.0;528;110;123;100;65;65;65;"['Blaze', 'Reckless']";0.25;0.5;1.0;1.0;1.0;1.0;0.5;2.0;1.0;0.5;2.0;0.5;1.0;1.0;2.0;1.0;0.5;2.0
501;"Oshawott";"water";"";5;88.1;45;0;0;0;0.5;5.9;308;55;55;63;45;45;45;"['Torrent', 'Shell Armor']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
502;"Dewott";"water";"";5;88.1;45;0;0;0;0.8;24.5;413;75;75;83;60;60;60;"['Torrent', 'Shell Armor']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
503;"Samurott";"water";"";5;88.1;45;0;0;0;1.5;94.6;528;95;100;108;85;70;70;"['Torrent', 'Shell Armor']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
504;"Patrat";"normal";"";5;50.0;255;0;0;0;0.5;11.6;255;45;55;35;39;39;42;"['Run Away', 'Keen Eye', 'Analytic']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
505;"Watchog";"normal";"";5;50.0;255;0;0;0;1.1;27.0;420;60;85;60;69;69;77;"['Illuminate', 'Keen Eye', 'Analytic']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
506;"Lillipup";"normal";"";5;50.0;255;0;0;0;0.4;4.1;275;45;60;25;45;45;55;"['Vital Spirit', 'Pickup', 'Run Away']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
507;"Herdier";"normal";"";5;50.0;120;0;0;0;0.9;14.7;370;65;80;35;65;65;60;"['Intimidate', 'Sand Rush', 'Scrappy']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
508;"Stoutland";"normal";"";5;50.0;45;0;0;0;1.2;61.0;500;85;110;45;90;90;80;"['Intimidate', 'Sand Rush', 'Scrappy']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
509;"Purrloin";"dark";"";5;50.0;255;0;0;0;0.4;10.1;281;41;50;50;37;37;66;"['Limber', 'Unburden', 'Prankster']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
510;"Liepard";"dark";"";5;50.0;90;0;0;0;1.1;37.5;446;64;88;88;50;50;106;"['Limber', 'Unburden', 'Prankster']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
511;"Pansage";"grass";"";5;88.1;190;0;0;0;0.6;10.5;316;50;53;53;48;48;64;"['Gluttony', 'Overgrow']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
512;"Simisage";"grass";"";5;88.1;75;0;0;0;1.1;30.5;498;75;98;98;63;63;101;"['Gluttony', 'Overgrow']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
513;"Pansear";"fire";"";5;88.1;190;0;0;0;0.6;11.0;316;50;53;53;48;48;64;"['Gluttony', 'Blaze']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
514;"Simisear";"fire";"";5;88.1;75;0;0;0;1.0;28.0;498;75;98;98;63;63;101;"['Gluttony', 'Blaze']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
515;"Panpour";"water";"";5;88.1;190;0;0;0;0.6;13.5;316;50;53;53;48;48;64;"['Gluttony', 'Torrent']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
516;"Simipour";"water";"";5;88.1;75;0;0;0;1.0;29.0;498;75;98;98;63;63;101;"['Gluttony', 'Torrent']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
517;"Munna";"psychic";"";5;50.0;190;0;0;0;0.6;23.3;292;76;25;67;45;55;24;"['Forewarn', 'Synchronize', 'Telepathy']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
518;"Musharna";"psychic";"";5;50.0;75;0;0;0;1.1;60.5;487;116;55;107;85;95;29;"['Forewarn', 'Synchronize', 'Telepathy']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
519;"Pidove";"normal";"flying";5;50.0;255;0;0;0;0.3;2.1;264;50;55;36;50;30;43;"['Big Pecks', 'Super Luck', 'Rivalry']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
520;"Tranquill";"normal";"flying";5;50.0;120;0;0;0;0.6;15.0;358;62;77;50;62;42;65;"['Big Pecks', 'Super Luck', 'Rivalry']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
521;"Unfezant";"normal";"flying";5;50.0;45;0;0;0;1.2;29.0;488;80;115;65;80;55;93;"['Big Pecks', 'Super Luck', 'Rivalry']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
522;"Blitzle";"electric";"";5;50.0;190;0;0;0;0.8;29.8;295;45;60;50;32;32;76;"['Lightningrod', 'Motor Drive', 'Sap Sipper']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
523;"Zebstrika";"electric";"";5;50.0;75;0;0;0;1.6;79.5;497;75;100;80;63;63;116;"['Lightningrod', 'Motor Drive', 'Sap Sipper']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
524;"Roggenrola";"rock";"";5;50.0;255;0;0;0;0.4;18.0;280;55;75;25;85;25;15;"['Sturdy', 'Weak Armor', 'Sand Force']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
525;"Boldore";"rock";"";5;50.0;120;0;0;0;0.9;102.0;390;70;105;50;105;40;20;"['Sturdy', 'Weak Armor', 'Sand Force']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
526;"Gigalith";"rock";"";5;50.0;45;0;0;0;1.7;260.0;515;85;135;60;130;80;25;"['Sturdy', 'Sand Stream', 'Sand Force']";1.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5;1.0;2.0;2.0;1.0;0.5;0.5;1.0;1.0;2.0;2.0
527;"Woobat";"psychic";"flying";5;50.0;190;0;0;0;0.4;2.1;323;65;45;55;43;43;72;"['Unaware', 'Klutz', 'Simple']";1.0;2.0;1.0;2.0;1.0;0.25;1.0;1.0;2.0;0.5;0.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0
528;"Swoobat";"psychic";"flying";5;50.0;45;0;0;0;0.9;10.5;425;67;57;77;55;55;114;"['Unaware', 'Klutz', 'Simple']";1.0;2.0;1.0;2.0;1.0;0.25;1.0;1.0;2.0;0.5;0.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0
529;"Drilbur";"ground";"";5;50.0;120;0;0;0;0.3;8.5;328;60;85;30;40;45;68;"['Sand Rush', 'Sand Force', 'Mold Breaker']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.5;1.0;0.5;1.0;2.0
530;"Excadrill";"ground";"steel";5;50.0;60;0;0;0;0.7;40.4;508;110;135;50;60;65;88;"['Sand Rush', 'Sand Force', 'Mold Breaker']";0.5;1.0;0.5;0.0;0.5;2.0;2.0;0.5;1.0;1.0;2.0;1.0;0.5;0.0;0.5;0.25;0.5;2.0
531;"Audino";"normal";"";5;50.0;255;0;0;0;1.1;31.0;545;103;60;80;126;126;50;"['Healer', 'Regenerator', 'Klutz']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
532;"Timburr";"fighting";"";5;75.4;180;0;0;0;0.6;12.5;305;75;80;25;55;35;35;"['Guts', 'Sheer Force', 'Iron Fist']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
533;"Gurdurr";"fighting";"";5;75.4;90;0;0;0;1.2;40.0;405;85;105;40;85;50;40;"['Guts', 'Sheer Force', 'Iron Fist']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
534;"Conkeldurr";"fighting";"";5;75.4;45;0;0;0;1.4;87.0;505;105;140;55;95;65;45;"['Guts', 'Sheer Force', 'Iron Fist']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
535;"Tympole";"water";"";5;50.0;255;0;0;0;0.5;4.5;294;50;50;50;40;40;64;"['Swift Swim', 'Hydration', 'Water Absorb']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
536;"Palpitoad";"water";"ground";5;50.0;120;0;0;0;0.8;17.0;384;75;65;65;55;55;69;"['Swift Swim', 'Hydration', 'Water Absorb']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
537;"Seismitoad";"water";"ground";5;50.0;45;0;0;0;1.5;62.0;509;105;95;85;75;75;74;"['Swift Swim', 'Poison Touch', 'Water Absorb']";1.0;1.0;1.0;0.0;1.0;1.0;0.5;1.0;1.0;4.0;1.0;1.0;1.0;0.5;1.0;0.5;0.5;1.0
538;"Throh";"fighting";"";5;100.0;45;0;0;0;1.3;55.5;465;120;100;30;85;85;45;"['Guts', 'Inner Focus', 'Mold Breaker']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
539;"Sawk";"fighting";"";5;100.0;45;0;0;0;1.4;51.0;465;75;125;30;75;75;85;"['Sturdy', 'Inner Focus', 'Mold Breaker']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
540;"Sewaddle";"bug";"grass";5;50.0;255;0;0;0;0.3;2.5;310;45;53;40;70;60;42;"['Swarm', 'Chlorophyll', 'Overcoat']";2.0;1.0;1.0;0.5;1.0;0.5;4.0;4.0;1.0;0.25;0.25;2.0;1.0;2.0;1.0;2.0;1.0;0.5
541;"Swadloon";"bug";"grass";5;50.0;120;0;0;0;0.5;7.3;380;55;63;50;90;80;42;"['Leaf Guard', 'Chlorophyll', 'Overcoat']";2.0;1.0;1.0;0.5;1.0;0.5;4.0;4.0;1.0;0.25;0.25;2.0;1.0;2.0;1.0;2.0;1.0;0.5
542;"Leavanny";"bug";"grass";5;50.0;45;0;0;0;1.2;20.5;500;75;103;70;80;80;92;"['Swarm', 'Chlorophyll', 'Overcoat']";2.0;1.0;1.0;0.5;1.0;0.5;4.0;4.0;1.0;0.25;0.25;2.0;1.0;2.0;1.0;2.0;1.0;0.5
543;"Venipede";"bug";"poison";5;50.0;255;0;0;0;0.4;5.3;260;30;45;30;59;39;57;"['Poison Point', 'Swarm', 'Speed Boost']";0.5;1.0;1.0;1.0;0.5;0.25;2.0;2.0;1.0;0.25;1.0;1.0;1.0;0.5;2.0;2.0;1.0;1.0
544;"Whirlipede";"bug";"poison";5;50.0;120;0;0;0;1.2;58.5;360;40;55;40;99;79;47;"['Poison Point', 'Swarm', 'Speed Boost']";0.5;1.0;1.0;1.0;0.5;0.25;2.0;2.0;1.0;0.25;1.0;1.0;1.0;0.5;2.0;2.0;1.0;1.0
545;"Scolipede";"bug";"poison";5;50.0;45;0;0;0;2.5;200.5;485;60;100;55;89;69;112;"['Poison Point', 'Swarm', 'Speed Boost']";0.5;1.0;1.0;1.0;0.5;0.25;2.0;2.0;1.0;0.25;1.0;1.0;1.0;0.5;2.0;2.0;1.0;1.0
546;"Cottonee";"grass";"fairy";5;50.0;190;0;0;0;0.3;0.6;280;40;27;37;60;50;66;"['Prankster', 'Infiltrator', 'Chlorophyll']";1.0;0.5;0.0;0.5;1.0;0.5;2.0;2.0;1.0;0.5;0.5;2.0;1.0;4.0;1.0;1.0;2.0;0.5
547;"Whimsicott";"grass";"fairy";5;50.0;75;0;0;0;0.7;6.6;480;60;67;77;85;75;116;"['Prankster', 'Infiltrator', 'Chlorophyll']";1.0;0.5;0.0;0.5;1.0;0.5;2.0;2.0;1.0;0.5;0.5;2.0;1.0;4.0;1.0;1.0;2.0;0.5
548;"Petilil";"grass";"";5;0.0;190;0;0;0;0.5;6.6;280;45;35;70;50;50;30;"['Chlorophyll', 'Own Tempo', 'Leaf Guard']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
549;"Lilligant";"grass";"";5;0.0;75;0;0;0;1.1;16.3;480;70;60;110;75;75;90;"['Chlorophyll', 'Own Tempo', 'Leaf Guard']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
550;"Basculin";"water";"";5;50.0;25;0;0;0;1.0;18.0;460;70;92;80;65;55;98;"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
551;"Sandile";"ground";"dark";5;50.0;180;0;0;0;0.7;15.2;292;50;72;35;35;35;65;"['Intimidate', 'Moxie', 'Anger Point']";2.0;0.5;1.0;0.0;2.0;2.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;2.0
552;"Krokorok";"ground";"dark";5;50.0;90;0;0;0;1.0;33.4;351;60;82;45;45;45;74;"['Intimidate', 'Moxie', 'Anger Point']";2.0;0.5;1.0;0.0;2.0;2.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;2.0
553;"Krookodile";"ground";"dark";5;50.0;45;0;0;0;1.5;96.3;519;95;117;65;80;70;92;"['Intimidate', 'Moxie', 'Anger Point']";2.0;0.5;1.0;0.0;2.0;2.0;1.0;1.0;0.5;2.0;1.0;2.0;1.0;0.5;0.0;0.5;1.0;2.0
554;"Darumaka";"fire";"";5;50.0;120;0;0;0;0.6;37.5;315;70;90;15;45;45;50;"['Hustle', 'Inner Focus']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
555;"Darmanitan";"fire";"fire";5;50.0;60;0;0;0;1.3;92.9;540;105;30;140;105;105;55;"['Sheer Force', 'Zen Mode']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
556;"Maractus";"grass";"";5;50.0;255;0;0;0;1.0;28.0;461;75;86;106;67;67;60;"['Water Absorb', 'Chlorophyll', 'Storm Drain']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
557;"Dwebble";"bug";"rock";5;50.0;190;0;0;0;0.3;14.5;325;50;65;35;85;35;55;"['Sturdy', 'Shell Armor', 'Weak Armor']";1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;2.0
558;"Crustle";"bug";"rock";5;50.0;75;0;0;0;1.4;200.0;485;70;105;65;125;75;45;"['Sturdy', 'Shell Armor', 'Weak Armor']";1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;0.5;1.0;2.0;2.0;2.0
559;"Scraggy";"dark";"fighting";5;50.0;180;0;0;0;0.6;11.8;348;50;75;35;70;70;48;"['Shed Skin', 'Moxie', 'Intimidate']";1.0;0.25;1.0;1.0;4.0;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0
560;"Scrafty";"dark";"fighting";5;50.0;90;0;0;0;1.1;30.0;488;65;90;45;115;115;58;"['Shed Skin', 'Moxie', 'Intimidate']";1.0;0.25;1.0;1.0;4.0;2.0;1.0;2.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0
561;"Sigilyph";"psychic";"flying";5;50.0;45;0;0;0;1.4;14.0;490;72;58;103;80;80;97;"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']";1.0;2.0;1.0;2.0;1.0;0.25;1.0;1.0;2.0;0.5;0.0;2.0;1.0;1.0;0.5;2.0;1.0;1.0
562;"Yamask";"ghost";"";5;50.0;190;0;0;0;0.5;1.5;303;38;30;55;85;65;30;"['Mummy']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
563;"Cofagrigus";"ghost";"";5;50.0;90;0;0;0;1.7;76.5;483;58;50;95;145;105;30;"['Mummy']";0.5;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.5;1.0;1.0;1.0;1.0
